Gene Model ID	Gene Symbol	Source	Chromosome	Start	End
GRMZM2G161299	mcf1	MaizeGDB-curated	Chr5	152,470,618	152,479,871
GRMZM2G420119	mcf2	MaizeGDB-curated	Chr8	139,126,558	139,129,894
GRMZM2G069762	mch2	MaizeGDB-curated	Chr4	108,571,396	108,574,204
GRMZM2G155281	mde1	MaizeGDB-curated	Chr2	69,807,566	69,810,549
GRMZM2G466833	mdh3	MaizeGDB-curated	Chr3	213,978,038	213,986,724
GRMZM2G129513	mdh6	MaizeGDB-curated	Chr1	203,209,824	203,213,983
GRMZM2G122479	me2	MaizeGDB-curated	Chr6	139,464,390	139,470,075
GRMZM2G118770	me4	MaizeGDB-curated	Chr8	174,612,565	174,617,106
GRMZM2G122479	me5	MaizeGDB-curated	Chr6	139,464,390	139,470,075
GRMZM2G159724	me6	MaizeGDB-curated	Chr3	201,756,751	201,761,835
GRMZM5G835542	mecs1	MaizeGDB-curated	Chr4	155,857,959	155,859,966
AC209374.4_FG002	mecs2	MaizeGDB-curated	Chr5	196,331,063	196,332,805
GRMZM2G086827	meg10	MaizeGDB-curated	Chr7	12,673,702	12,674,015
GRMZM2G181051	meg11	MaizeGDB-curated	Chr7	12,626,477	12,627,199
GRMZM2G175896	meg12	MaizeGDB-curated	Chr7	12,531,786	12,532,621
GRMZM2G175912	meg13	MaizeGDB-curated	Chr7	12,484,473	12,485,342
GRMZM2G145466	meg14	MaizeGDB-curated	Chr7	13,178,054	13,178,841
GRMZM2G137959	meg15	MaizeGDB-curated	Chr7	12,591,109	12,591,978
GRMZM2G088896	meg2	MaizeGDB-curated	Chr7	12,676,389	12,677,577
GRMZM2G344323	meg3	MaizeGDB-curated	Chr7	12,776,201	12,779,156
GRMZM5G896560	meg4	MaizeGDB-curated	Chr7	39,888,296	39,889,211
GRMZM2G094054	meg6	MaizeGDB-curated	Chr7	12,709,254	12,710,092
GRMZM2G116212	meg7	MaizeGDB-curated	Chr7	13,003,435	13,004,149
GRMZM2G123153	meg8	MaizeGDB-curated	Chr7	12,859,255	12,859,461
GRMZM2G502035	meg9	MaizeGDB-curated	Chr7	12,752,035	12,752,664
GRMZM2G167856	mek1	MaizeGDB-curated	Chr3	201,966,295	201,973,589
GRMZM2G333916	met1	MaizeGDB-curated	Chr7	11,133,095	11,139,492
GRMZM2G025592	met2	MaizeGDB-curated	Chr10	141,612,636	141,620,390
GRMZM2G092497	met3	MaizeGDB-curated	Chr9	154,729,337	154,755,677
GRMZM2G157589	met4	MaizeGDB-curated	Chr8	142,201,711	142,206,667
GRMZM2G005310	met5	MaizeGDB-curated	Chr2	10,343,925	10,353,440
GRMZM2G065599	met6	MaizeGDB-curated	Chr8	129,490,869	129,493,053
GRMZM2G137366	met7	MaizeGDB-curated	Chr1	2,930,055	2,935,014
GRMZM2G334041	met8	MaizeGDB-curated	Chr7	11,151,804	11,157,815
GRMZM5G875502	mez2	MaizeGDB-curated	Chr9	135,509,551	135,524,285
GRMZM2G043484	mez3	MaizeGDB-curated	Chr1	49,403,087	49,413,070
EF517601.1_FG016	mfs18	MaizeGDB-curated	Chr3	34,681,198	34,681,584
GRMZM2G161310	mfsd1	MaizeGDB-curated	Chr3	45,563,077	45,577,326
GRMZM5G877788	mfsd2	MaizeGDB-curated	Chr4	186,656,010	186,660,015
GRMZM2G080056	mgs2	MaizeGDB-curated	Chr4	231,421,874	231,423,870
GRMZM2G323418	mgs3	MaizeGDB-curated	Chr9	20,163,896	20,165,966
GRMZM2G108477	mgt1	MaizeGDB-curated	Chr9	104,353,895	104,357,808
GRMZM2G018706	mgt10	MaizeGDB-curated	Chr1	8,348,905	8,351,557
GRMZM2G054632	mgt11	MaizeGDB-curated	Chr10	116,913,274	116,917,658
GRMZM2G420436	mgt12	MaizeGDB-curated	Chr1	260,979,921	260,988,130
GRMZM2G170326	mgt2	MaizeGDB-curated	Chr6	95,771,854	95,778,367
GRMZM2G064467	mgt3	MaizeGDB-curated	Chr2	32,222,808	32,227,738
GRMZM2G145794	mgt4	MaizeGDB-curated	Chr9	126,705,574	126,709,100
GRMZM2G159295	mgt5	MaizeGDB-curated	Chr1	275,052,382	275,058,949
GRMZM2G453832	mgt6	MaizeGDB-curated	Chr1	85,998,310	86,001,537
GRMZM2G458879	mgt7	MaizeGDB-curated	Chr2	51,802,797	51,804,523
GRMZM2G065971	mgt8	MaizeGDB-curated	Chr8	162,836,382	162,842,987
GRMZM2G139822	mgt9	MaizeGDB-curated	Chr3	164,927,197	164,941,379
GRMZM2G144821	mha1	MaizeGDB-curated	Chr2	233,155,669	233,160,713
GRMZM2G104325	mha3	MaizeGDB-curated	Chr7	14,468,797	14,474,919
GRMZM2G006894	mha4	MaizeGDB-curated	Chr10	145,614,824	145,621,943
GRMZM2G150256	mir2	MaizeGDB-curated	Chr6	89,066,267	89,071,191
GRMZM2G166281	mir3	MaizeGDB-curated	Chr2	5,275,102	5,279,397
GRMZM2G090087	mis1	MaizeGDB-curated	Chr6	161,650,053	161,657,588
GRMZM2G173660	mis12a	MaizeGDB-curated	Chr10	147,960,260	147,963,853
GRMZM2G049495	mis12b	MaizeGDB-curated	Chr2	1,049,355	1,141,492
GRMZM5G867568	mkk3	MaizeGDB-curated	Chr3	111,094,841	111,094,990
GRMZM5G878379	mkk4	MaizeGDB-curated	Chr5	212,702,420	212,703,869
GRMZM2G180555	mkkk10	MaizeGDB-curated	Chr9	141,628,047	141,638,073
GRMZM2G066120	mkkk11	MaizeGDB-curated	Chr1	37,470,728	37,476,121
GRMZM2G305066	mkkk18	MaizeGDB-curated	Chr8	152,510,200	152,511,639
GRMZM2G089159	mkkk27	MaizeGDB-curated	Chr2	207,080,135	207,083,546
GRMZM2G045366	mkkk47	MaizeGDB-curated	Chr3	197,586,815	197,591,360
GRMZM2G019434	mkkk51	MaizeGDB-curated	Chr1	171,553,382	171,558,256
GRMZM2G088299	mkkk55	MaizeGDB-curated	Chr3	215,295,086	215,300,436
GRMZM2G152889	mkkk63	MaizeGDB-curated	Chr3	142,725,252	142,734,848
GRMZM2G032219	mlo1	MaizeGDB-curated	Chr1	6,227,483	6,231,125
GRMZM2G040441	mlo2	MaizeGDB-curated	Chr1	84,547,891	84,553,701
GRMZM2G031331	mlo3	MaizeGDB-curated	Chr2	47,067,541	47,072,637
GRMZM2G089259	mlo4	MaizeGDB-curated	Chr4	207,435,849	207,441,283
GRMZM2G471142	mlo5	MaizeGDB-curated	Chr3	169,916,619	169,920,590
GRMZM2G325653	mlo6	MaizeGDB-curated	Chr5	64,702,557	64,709,182
GRMZM2G416887	mlo7	MaizeGDB-curated	Chr9	103,186,013	103,204,159
GRMZM5G881803	mlo8	MaizeGDB-curated	Chr6	147,620,043	147,639,499
GRMZM2G051974	mlo9	MaizeGDB-curated	Chr2	1,273,216	1,278,753
GRMZM2G087918	mmp93	MaizeGDB-curated	Chr1	10,220,690	10,229,909
GRMZM2G042443	mop1	MaizeGDB-curated	Chr2	41,131,324	41,136,928
GRMZM2G053987	mpk1	MaizeGDB-curated	Chr9	138,684,018	138,689,891
GRMZM2G062914	mpk14	MaizeGDB-curated	Chr5	79,898,949	79,904,417
GRMZM2G020216	mpk2	MaizeGDB-curated	Chr9	18,879,527	18,885,415
GRMZM2G017792	mpk3	MaizeGDB-curated	Chr1	43,690,126	43,693,022
GRMZM2G089484	mpk6	MaizeGDB-curated	Chr10	88,695,003	88,700,854
GRMZM2G002100	mpk7	MaizeGDB-curated	Chr6	74,762,186	74,767,526
GRMZM2G152827	mpt1	MaizeGDB-curated	Chr5	210,195,424	210,200,092
GRMZM2G309109	mre11b	MaizeGDB-curated	Chr4	29,935,686	29,941,454
GRMZM2G113203	mrpa1	MaizeGDB-curated	Chr9	58,021,949	58,028,182
GRMZM5G832772	mrpa2	MaizeGDB-curated	Chr7	123,394,542	123,423,972
GRMZM5G820122	mrpa4	MaizeGDB-curated	Chr1	9,298,049	9,301,828
GRMZM2G142870	mrpa6	MaizeGDB-curated	Chr8	45,267,687	45,282,726
GRMZM5G830695	mrpa7	MaizeGDB-curated	Chr3	11,403,408	11,407,172
GRMZM2G139160	mrpi1	MaizeGDB-curated	Chr8	171,358,270	171,363,973
GRMZM2G105224	mrpi2	MaizeGDB-curated	Chr3	190,121,699	190,124,115
GRMZM2G442791	ms22	MaizeGDB-curated	Chr7	5,333,364	5,334,245
GRMZM2G021276	ms23	MaizeGDB-curated	Chr8	95,823	98,367
GRMZM2G163233	ms32	MaizeGDB-curated	Chr2	205,125,283	205,135,718
AC225127.3_FG003	ms44	MaizeGDB-curated	Chr4	195,238,767	195,239,581
GRMZM2G119265	ms8	MaizeGDB-curated	Chr8	164,959,333	164,961,811
GRMZM2G308034	ms9	MaizeGDB-curated	Chr1	45,942,719	45,945,140
GRMZM2G057450	msf1	MaizeGDB-curated	Chr4	2,116,635	2,122,723
GRMZM2G036217	msh1	MaizeGDB-curated	Chr4	52,923,800	52,927,833
GRMZM2G089308	msrb2	MaizeGDB-curated	Chr8	107,317,423	107,322,839
GRMZM2G110185	mss1	MaizeGDB-curated	Chr5	212,423,808	212,427,681
GRMZM2G135739	mstr1	MaizeGDB-curated	Chr7	1,232,553	1,236,835
GRMZM2G141034	mstr2	MaizeGDB-curated	Chr4	29,873,533	29,875,971
GRMZM2G034061	mstr4	MaizeGDB-curated	Chr9	115,519,260	115,524,432
GRMZM2G168665	mterf1	MaizeGDB-curated	Chr1	62,678,623	62,679,874
GRMZM2G177019	mterf10	MaizeGDB-curated	Chr3	125,764,251	125,766,015
GRMZM2G023257	mterf11	MaizeGDB-curated	Chr3	164,545,324	164,547,139
GRMZM2G113181	mterf12	MaizeGDB-curated	Chr4	40,732,037	40,733,517
GRMZM2G312806	mterf13	MaizeGDB-curated	Chr4	125,520,897	125,522,276
GRMZM2G000610	mterf14	MaizeGDB-curated	Chr4	175,942,990	175,945,922
GRMZM2G119921	mterf15	MaizeGDB-curated	Chr5	97,211,503	97,213,224
GRMZM2G395850	mterf16	MaizeGDB-curated	Chr5	160,553,137	160,554,858
GRMZM2G024550	mterf17	MaizeGDB-curated	Chr5	181,938,089	181,940,862
GRMZM2G017355	mterf18	MaizeGDB-curated	Chr5	207,946,920	207,948,448
GRMZM2G017429	mterf19	MaizeGDB-curated	Chr5	207,948,915	207,950,416
GRMZM2G061542	mterf2	MaizeGDB-curated	Chr1	191,096,212	191,098,816
GRMZM2G158854	mterf20	MaizeGDB-curated	Chr5	208,026,456	208,027,062
GRMZM2G161146	mterf21	MaizeGDB-curated	Chr5	208,983,535	208,985,153
GRMZM2G012999	mterf22	MaizeGDB-curated	Chr6	145,978,354	145,980,232
GRMZM2G426154	mterf23	MaizeGDB-curated	Chr7	4,125,505	4,128,341
GRMZM2G175930	mterf24	MaizeGDB-curated	Chr7	4,166,250	4,167,474
GRMZM2G142150	mterf25	MaizeGDB-curated	Chr7	145,340,020	145,344,782
GRMZM2G062910	mterf26	MaizeGDB-curated	Chr7	149,471,798	149,473,953
GRMZM2G325350	mterf27	MaizeGDB-curated	Chr8	107,021,009	107,022,559
GRMZM2G068462	mterf29	MaizeGDB-curated	Chr8	149,784,489	149,785,027
GRMZM2G034217	mterf3	MaizeGDB-curated	Chr1	247,924,596	247,928,127
GRMZM2G157716	mterf30	MaizeGDB-curated	Chr9	128,351,184	128,353,531
GRMZM2G054517	mterf32	MaizeGDB-curated	Chr1	293,596,590	293,597,275
GRMZM2G044832	mterf33	MaizeGDB-curated	Chr4	72,413,770	72,415,391
GRMZM2G029933	mterf4	MaizeGDB-curated	Chr8	107,478,416	107,481,820
GRMZM2G159766	mterf5	MaizeGDB-curated	Chr1	293,884,036	293,885,697
GRMZM2G170137	mterf6	MaizeGDB-curated	Chr1	296,849,440	296,855,068
GRMZM2G087679	mterf7	MaizeGDB-curated	Chr2	200,677,205	200,677,752
GRMZM2G060114	mterf8	MaizeGDB-curated	Chr2	206,785,654	206,788,258
GRMZM2G130773	mterf9	MaizeGDB-curated	Chr2	208,493,066	208,496,996
GRMZM2G164229	mtl1	MaizeGDB-curated	Chr4	1,078,840	1,080,800
GRMZM2G402564	mtl2	MaizeGDB-curated	Chr1	84,824,229	84,824,959
GRMZM2G009070	murE1	MaizeGDB-curated	Chr9	117,602,450	117,606,164
GRMZM2G056075	mus1	MaizeGDB-curated	Chr7	162,805,707	162,815,421
GRMZM2G110212	mus2	MaizeGDB-curated	Chr3	9,425,062	9,436,121
GRMZM2G421541	mus3	MaizeGDB-curated	Chr7	110,073,686	110,083,762
GRMZM2G102790	myb1	MaizeGDB-curated	Chr6	57,696,052	57,697,795
GRMZM2G395672	myb10	MaizeGDB-curated	Chr8	152,307,135	152,308,035
GRMZM2G143046	myb100	MaizeGDB-curated	Chr1	148,636,099	148,638,077
GRMZM2G425427	myb101	MaizeGDB-curated	Chr10	85,332,939	85,334,512
GRMZM2G392823	myb102	MaizeGDB-curated	Chr5	24,562,822	24,564,246
GRMZM2G111045	myb103	MaizeGDB-curated	Chr4	147,942,670	147,945,039
GRMZM2G105137	myb104	MaizeGDB-curated	Chr2	20,746,096	20,747,513
GRMZM2G031323	myb105	MaizeGDB-curated	Chr7	157,205,480	157,207,019
GRMZM2G048910	myb106	MaizeGDB-curated	Chr6	118,137,380	118,139,235
GRMZM2G172575	myb107	MaizeGDB-curated	Chr10	2,635,968	2,636,971
GRMZM2G011422	myb108	MaizeGDB-curated	Chr4	68,821,398	68,822,736
GRMZM2G052606	myb109	MaizeGDB-curated	Chr10	28,608,735	28,611,473
GRMZM2G000818	myb11	MaizeGDB-curated	Chr7	176,175,338	176,183,379
GRMZM2G176327	myb110	MaizeGDB-curated	Chr2	218,127,126	218,128,844
GRMZM2G115859	myb111	MaizeGDB-curated	Chr2	183,375,901	183,377,379
GRMZM5G803308	myb112	MaizeGDB-curated	Chr9	97,396,868	97,398,308
GRMZM2G090837	myb113	MaizeGDB-curated	Chr2	164,905,509	164,906,823
GRMZM2G151205	myb114	MaizeGDB-curated	Chr8	155,174,836	155,176,075
GRMZM2G423833	myb115	MaizeGDB-curated	Chr6	89,300,616	89,303,600
GRMZM2G343068	myb116	MaizeGDB-curated	Chr6	91,094,278	91,096,039
GRMZM2G470307	myb117	MaizeGDB-curated	Chr3	2,100,964	2,106,267
GRMZM2G160840	myb118	MaizeGDB-curated	Chr3	127,632,800	127,634,389
AC213884.3_FG002	myb119	MaizeGDB-curated	Chr6	140,735,955	140,737,064
GRMZM2G104789	myb12	MaizeGDB-curated	Chr5	5,492,315	5,496,291
GRMZM2G054111	myb120	MaizeGDB-curated	Chr1	9,210,655	9,212,108
GRMZM2G147346	myb121	MaizeGDB-curated	Chr1	231,339,380	231,341,787
GRMZM2G416652	myb122	MaizeGDB-curated	Chr9	91,044,353	91,053,527
GRMZM2G172487	myb123	MaizeGDB-curated	Chr10	2,629,931	2,630,888
GRMZM2G003406	myb124	MaizeGDB-curated	Chr8	153,001,174	153,002,887
GRMZM2G079123	myb125	MaizeGDB-curated	Chr1	213,964,635	213,966,254
GRMZM2G001223	myb126	MaizeGDB-curated	Chr5	177,037,863	177,039,897
GRMZM2G369799	myb127	MaizeGDB-curated	Chr3	143,516,968	143,518,615
GRMZM2G017520	myb128	MaizeGDB-curated	Chr3	48,494,886	48,497,275
GRMZM2G070523	myb129	MaizeGDB-curated	Chr5	20,219,035	20,221,972
GRMZM2G038722	myb13	MaizeGDB-curated	Chr2	13,306,159	13,307,935
GRMZM2G069325	myb130	MaizeGDB-curated	Chr6	163,187,174	163,188,702
GRMZM2G001875	myb131	MaizeGDB-curated	Chr3	6,740,166	6,741,503
AC206901.3_FG005	myb132	MaizeGDB-curated	Chr10	130,744,061	130,745,625
GRMZM2G149958	myb133	MaizeGDB-curated	Chr2	1,678,831	1,682,752
GRMZM2G001824	myb134	MaizeGDB-curated	Chr10	85,407,063	85,408,480
GRMZM2G460869	myb136	MaizeGDB-curated	Chr3	43,581,101	43,582,165
GRMZM2G162709	myb137	MaizeGDB-curated	Chr3	23,685,016	23,686,756
GRMZM2G139688	myb138	MaizeGDB-curated	Chr3	187,060,539	187,064,561
GRMZM2G087955	myb139	MaizeGDB-curated	Chr2	164,459,324	164,461,196
GRMZM2G172327	myb14	MaizeGDB-curated	Chr7	150,123,692	150,125,127
GRMZM2G117244	myb140	MaizeGDB-curated	Chr7	118,942,837	118,944,366
GRMZM2G166337	myb141	MaizeGDB-curated	Chr2	205,695,705	205,697,501
GRMZM2G055158	myb142	MaizeGDB-curated	Chr4	166,940,293	166,941,682
GRMZM2G043792	myb144	MaizeGDB-curated	Chr4	140,905,500	140,906,629
GRMZM2G158700	myb145	MaizeGDB-curated	Chr3	52,310,607	52,311,832
GRMZM2G106558	myb146	MaizeGDB-curated	Chr1	215,390,233	215,391,851
GRMZM2G330475	myb147	MaizeGDB-curated	Chr8	129,632,727	129,634,070
GRMZM2G044824	myb148	MaizeGDB-curated	Chr9	26,643,904	26,645,305
GRMZM2G127490	myb149	MaizeGDB-curated	Chr10	87,801,492	87,804,648
GRMZM2G081919	myb15	MaizeGDB-curated	Chr3	180,868,369	180,880,014
GRMZM2G161512	myb150	MaizeGDB-curated	Chr5	41,714,515	41,716,637
GRMZM2G167829	myb151	MaizeGDB-curated	Chr3	202,003,124	202,004,769
GRMZM2G104551	myb152	MaizeGDB-curated	Chr7	143,239,537	143,250,321
GRMZM2G050550	myb153	MaizeGDB-curated	Chr7	51,486,945	51,489,455
GRMZM2G022686	myb154	MaizeGDB-curated	Chr9	136,428,923	136,433,765
GRMZM2G150680	myb155	MaizeGDB-curated	Chr10	74,619,373	74,623,124
GRMZM2G147698	myb156	MaizeGDB-curated	Chr1	64,243,765	64,245,594
GRMZM2G073836	myb157	MaizeGDB-curated	Chr5	135,315,692	135,321,511
GRMZM2G078820	myb158	MaizeGDB-curated	Chr6	97,484,061	97,485,484
GRMZM2G126566	myb159	MaizeGDB-curated	Chr7	108,815,110	108,818,213
GRMZM2G015021	myb16	MaizeGDB-curated	Chr4	175,365,997	175,368,482
GRMZM2G302549	myb160	MaizeGDB-curated	Chr5	4,156,159	4,161,139
GRMZM2G088189	myb161	MaizeGDB-curated	Chr5	69,331,089	69,332,668
GRMZM2G045748	myb162	MaizeGDB-curated	Chr7	112,497,750	112,499,904
GRMZM2G405094	myb163	MaizeGDB-curated	Chr8	165,425,516	165,426,742
GRMZM2G110135	myb164	MaizeGDB-curated	Chr1	182,569,440	182,570,779
GRMZM2G089686	myb165	MaizeGDB-curated	Chr9	152,402,913	152,404,601
GRMZM2G496770	myb166	MaizeGDB-curated	Chr4	147,813,432	147,816,122
GRMZM2G037650	myb167	MaizeGDB-curated	Chr1	207,220,915	207,226,619
GRMZM2G138427	myb17	MaizeGDB-curated	Chr4	216,738,472	216,740,213
GRMZM2G356718	myb18	MaizeGDB-curated	Chr1	281,831,441	281,837,582
GRMZM5G833253	myb19	MaizeGDB-curated	Chr4	157,794,216	157,795,479
GRMZM2G052377	myb20	MaizeGDB-curated	Chr3	13,212,794	13,213,981
GRMZM2G305856	myb21	MaizeGDB-curated	Chr6	34,889,113	34,891,065
GRMZM2G096358	myb22	MaizeGDB-curated	Chr8	11,486,302	11,488,135
GRMZM2G150841	myb23	MaizeGDB-curated	Chr7	168,329,433	168,331,529
GRMZM2G006352	myb24	MaizeGDB-curated	Chr8	150,874,045	150,875,425
GRMZM2G431156	myb25	MaizeGDB-curated	Chr8	101,285,814	101,286,751
GRMZM2G170049	myb26	MaizeGDB-curated	Chr5	188,966,583	188,971,226
GRMZM2G064744	myb27	MaizeGDB-curated	Chr3	227,482,800	227,485,105
GRMZM2G111117	myb28	MaizeGDB-curated	Chr4	82,918,804	82,920,269
GRMZM2G134279	myb29	MaizeGDB-curated	Chr9	134,045,064	134,047,281
GRMZM2G099334	myb3	MaizeGDB-curated	Chr5	167,471,479	167,473,890
GRMZM2G171781	myb30	MaizeGDB-curated	Chr8	128,605,416	128,608,501
GRMZM2G050305	myb31	MaizeGDB-curated	Chr2	196,943,580	196,945,201
GRMZM2G160838	myb32	MaizeGDB-curated	Chr3	173,563,412	173,564,760
GRMZM2G131937	myb33	MaizeGDB-curated	Chr1	212,948,280	212,949,607
GRMZM2G125522	myb34	MaizeGDB-curated	Chr3	178,602,360	178,604,208
AC165178.2_FG004	myb35	MaizeGDB-curated	Chr2	182,073,111	182,074,488
GRMZM2G169316	myb36	MaizeGDB-curated	Chr8	167,538,578	167,540,715
GRMZM2G455869	myb37	MaizeGDB-curated	Chr5	10,183,391	10,185,240
GRMZM2G084583	myb38	MaizeGDB-curated	Chr1	206,902,673	206,903,955
GRMZM2G127857	myb39	MaizeGDB-curated	Chr4	142,662,999	142,664,773
GRMZM2G131442	myb4	MaizeGDB-curated	Chr4	2,048,276	2,051,646
GRMZM2G051256	myb40	MaizeGDB-curated	Chr3	54,471,016	54,474,812
GRMZM2G095904	myb41	MaizeGDB-curated	Chr5	186,464,058	186,465,312
GRMZM2G419239	myb42	MaizeGDB-curated	Chr4	217,140,381	217,141,824
GRMZM2G083239	myb43	MaizeGDB-curated	Chr3	43,407,839	43,409,117
GRMZM2G111731	myb44	MaizeGDB-curated	Chr3	43,359,914	43,361,633
GRMZM2G051793	myb45	MaizeGDB-curated	Chr7	4,708,398	4,726,962
GRMZM2G088783	myb47	MaizeGDB-curated	Chr3	204,223,730	204,225,741
GRMZM2G159547	myb48	MaizeGDB-curated	Chr5	208,398,128	208,399,748
GRMZM2G032655	myb49	MaizeGDB-curated	Chr2	42,399,734	42,402,189
GRMZM2G097636	myb5	MaizeGDB-curated	Chr10	139,613,167	139,614,620
GRMZM2G145444	myb50	MaizeGDB-curated	Chr5	98,692,287	98,694,146
GRMZM5G803355	myb51	MaizeGDB-curated	Chr3	138,430,393	138,432,531
GRMZM2G098179	myb52	MaizeGDB-curated	Chr9	119,563,181	119,564,683
GRMZM2G143328	myb53	MaizeGDB-curated	Chr3	215,930,994	215,932,039
GRMZM2G123202	myb54	MaizeGDB-curated	Chr2	23,621,911	23,623,663
GRMZM2G130149	myb56	MaizeGDB-curated	Chr1	150,717,400	150,722,235
GRMZM2G102790	myb57	MaizeGDB-curated	Chr6	57,696,052	57,697,795
AC217264.3_FG005	myb58	MaizeGDB-curated	Chr1	246,090,026	246,092,492
GRMZM2G093789	myb59	MaizeGDB-curated	Chr6	89,403,121	89,416,241
GRMZM2G047626	myb6	MaizeGDB-curated	Chr3	127,316,146	127,317,795
GRMZM2G312419	myb60	MaizeGDB-curated	Chr8	2,761,493	2,763,284
GRMZM2G108959	myb61	MaizeGDB-curated	Chr4	211,371,663	211,373,398
GRMZM2G013581	myb62	MaizeGDB-curated	Chr6	34,825,413	34,826,773
GRMZM2G017268	myb63	MaizeGDB-curated	Chr4	197,249,760	197,251,014
GRMZM2G124715	myb64	MaizeGDB-curated	Chr2	131,979,387	131,980,997
GRMZM2G097638	myb65	MaizeGDB-curated	Chr10	139,616,209	139,617,701
GRMZM2G169356	myb66	MaizeGDB-curated	Chr7	108,726,504	108,727,871
GRMZM2G089244	myb67	MaizeGDB-curated	Chr4	207,043,753	207,046,336
GRMZM2G311059	myb68	MaizeGDB-curated	Chr10	139,262,188	139,263,199
AC197146.3_FG002	myb69	MaizeGDB-curated	Chr10	2,469,595	2,470,558
GRMZM2G064630	myb7	MaizeGDB-curated	Chr2	213,301,143	213,305,674
GRMZM2G139284	myb70	MaizeGDB-curated	Chr2	213,409,017	213,410,688
GRMZM2G093647	myb71	MaizeGDB-curated	Chr6	140,863,600	140,864,545
GRMZM2G048295	myb72	MaizeGDB-curated	Chr2	30,170,679	30,172,939
GRMZM2G121570	myb73	MaizeGDB-curated	Chr1	252,379,991	252,382,041
GRMZM2G028054	myb74	MaizeGDB-curated	Chr8	170,725,034	170,728,865
GRMZM2G070849	myb75	MaizeGDB-curated	Chr1	51,395,397	51,397,668
GRMZM2G143274	myb76	MaizeGDB-curated	Chr8	16,772,384	16,773,583
GRMZM2G077147	myb77	MaizeGDB-curated	Chr1	269,707,858	269,709,728
GRMZM2G428555	myb78	MaizeGDB-curated	Chr1	213,582,734	213,586,180
GRMZM2G056986	myb79	MaizeGDB-curated	Chr8	167,004,561	167,005,794
GRMZM2G041415	myb8	MaizeGDB-curated	Chr3	140,151,898	140,153,093
GRMZM5G870592	myb80	MaizeGDB-curated	Chr1	288,542,157	288,545,680
GRMZM2G020772	myb81	MaizeGDB-curated	Chr3	19,005,064	19,007,583
GRMZM2G167088	myb82	MaizeGDB-curated	Chr9	91,085,847	91,092,849
GRMZM2G024468	myb83	MaizeGDB-curated	Chr1	212,890,592	212,892,164
GRMZM2G173633	myb84	MaizeGDB-curated	Chr10	124,346,736	124,348,421
GRMZM2G077789	myb85	MaizeGDB-curated	Chr6	150,884,611	150,885,947
GRMZM2G027697	myb86	MaizeGDB-curated	Chr5	185,547,753	185,549,361
GRMZM2G004090	myb87	MaizeGDB-curated	Chr9	91,131,737	91,138,554
GRMZM2G048136	myb88	MaizeGDB-curated	Chr4	1,269,236	1,270,429
GRMZM2G040924	myb89	MaizeGDB-curated	Chr5	189,017,104	189,019,282
GRMZM2G081557	myb9	MaizeGDB-curated	Chr10	139,471,900	139,473,418
GRMZM2G047600	myb90	MaizeGDB-curated	Chr8	33,141,828	33,143,103
GRMZM2G119693	myb91	MaizeGDB-curated	Chr8	63,068,162	63,069,647
GRMZM2G325907	myb92	MaizeGDB-curated	Chr10	81,840,592	81,843,874
GRMZM2G093660	myb93	MaizeGDB-curated	Chr6	140,832,154	140,833,178
GRMZM2G051528	myb95	MaizeGDB-curated	Chr8	34,675,104	34,689,130
GRMZM2G322490	myb96	MaizeGDB-curated	Chr8	40,556,783	40,558,240
GRMZM2G046443	myb98	MaizeGDB-curated	Chr1	190,346,919	190,348,170
GRMZM2G175232	myb99	MaizeGDB-curated	Chr6	162,305,213	162,306,663
GRMZM2G477533	mybr10	MaizeGDB-curated	Chr4	20,943,684	20,945,224
GRMZM5G833032	mybr100	MaizeGDB-curated	Chr5	196,333,385	196,347,387
GRMZM2G136887	mybr101	MaizeGDB-curated	Chr8	139,912,821	139,920,531
GRMZM2G129872	mybr102	MaizeGDB-curated	Chr1	48,011,049	48,012,183
GRMZM2G022499	mybr103	MaizeGDB-curated	Chr1	188,491,207	188,494,857
GRMZM2G023557	mybr104	MaizeGDB-curated	Chr1	299,468,335	299,469,321
GRMZM2G471039	mybr105	MaizeGDB-curated	Chr2	44,822,275	44,823,668
GRMZM2G129817	mybr106	MaizeGDB-curated	Chr5	7,149,223	7,161,457
GRMZM2G456960	mybr107	MaizeGDB-curated	Chr8	1,837,921	1,839,249
GRMZM2G304840	mybr108	MaizeGDB-curated	Chr8	149,181,160	149,185,462
GRMZM2G433450	mybr109	MaizeGDB-curated	Chr8	62,424,724	62,426,967
GRMZM2G071468	mybr11	MaizeGDB-curated	Chr5	192,547,214	192,555,085
GRMZM2G443202	mybr110	MaizeGDB-curated	Chr3	221,293,909	221,300,124
GRMZM2G181030	mybr111	MaizeGDB-curated	Chr10	134,854,638	134,857,160
GRMZM2G370896	mybr112	MaizeGDB-curated	Chr8	96,553,982	96,582,581
GRMZM2G001106	mybr113	MaizeGDB-curated	Chr10	132,817,600	132,819,290
GRMZM2G119261	mybr114	MaizeGDB-curated	Chr2	113,806,626	113,816,795
GRMZM2G049378	mybr115	MaizeGDB-curated	Chr8	148,179,996	148,182,680
GRMZM5G847287	mybr116	MaizeGDB-curated	Chr2	194,297,473	194,298,570
GRMZM2G112263	mybr12	MaizeGDB-curated	Chr1	48,154,654	48,155,041
GRMZM2G091201	mybr13	MaizeGDB-curated	Chr6	149,547,176	149,548,435
GRMZM2G340756	mybr14	MaizeGDB-curated	Chr3	139,757,841	139,764,438
